user_id,preferred_category,secondary_category,age_group,loyalty_tier
A3RVR2AOBWPDNI,Computers,Wearables,45-54,Gold
A2KCFFMX2ZX8PR,Mobile,Camera,45-54,Platinum
A37TYP6S5DMTVM,Mobile,Wearables,55+,Gold
A37CXK2GQPTNFY,Wearables,Gaming,45-54,Gold
A3K6X4FEMUTXKK,Computers,Computers,45-54,Platinum
A2C9FFOATW74M,Networking,Electronics,55+,Platinum
A13MXM9OTIGRZR,Camera,Computers,45-54,Silver
A1YOKAYDV3CS41,Computers,Computers,18-24,Platinum
A1RDF3MIMEYVC6,Wearables,Audio,55+,Silver
A1XQHABMNMGA4A,Audio,Mobile,45-54,Platinum
A2BCW9BMKSJKC8,Camera,Computers,55+,Silver
A1D3JPS0IEIZ2,Wearables,Gaming,25-34,Platinum
A1L2RMO41G2861,Gaming,Wearables,55+,Platinum
ATQF0ON46HYK0,Wearables,Audio,18-24,Bronze
A1FP5AGBIL0THC,Wearables,Gaming,35-44,Silver
A3GJN0SKUX7U7G,Computers,Networking,55+,Silver
A285INP722BMKL,Camera,Networking,18-24,Silver
A3T9OEJISFV37V,Mobile,Electronics,18-24,Gold
AMWQ9BELX3WAP,Wearables,Electronics,25-34,Gold
A37Q5XRXKGE6A2,Mobile,Networking,18-24,Platinum
A1SRJVVTT42SXB,Gaming,Camera,18-24,Gold
ALNFAA0XTWP7G,Electronics,Networking,45-54,Bronze
ARSS4I6EE2DA8,Gaming,Gaming,18-24,Bronze
A364R2W2QWQ0XL,Audio,Networking,55+,Silver
AI2DQEW31GI3W,Audio,Wearables,18-24,Bronze
A2PZ61NH4R16IH,Camera,Mobile,25-34,Platinum
A2QUOEBCELRJGK,Electronics,Networking,35-44,Gold
A1COZERS0UVIMU,Computers,Gaming,55+,Silver
A3K4F5DRZEXB5N,Audio,Camera,25-34,Bronze
ANZL534L7AJ2Z,Mobile,Mobile,35-44,Platinum
A2YBLEL3J1EWU1,Mobile,Electronics,25-34,Gold
A39QQGLC7787TV,Mobile,Camera,35-44,Platinum
A10F0KEBX2TLFO,Wearables,Wearables,45-54,Platinum
ANIFWA9L606BM,Electronics,Audio,25-34,Gold
AUU6N07DZY3HG,Audio,Wearables,25-34,Silver
A1EXHZAVRJYFHY,Gaming,Networking,25-34,Silver
A33W7XE9L9KSZ9,Audio,Gaming,45-54,Gold
A1V2MTM0L5KUAW,Camera,Gaming,25-34,Silver
A3SAHIIBS2AZJ,Audio,Audio,55+,Platinum
A1SIC9WHOSPJZ7,Mobile,Computers,25-34,Gold
A30HIALNJ5HMY0,Gaming,Networking,25-34,Gold
AR2A9GLF1AQXN,Computers,Camera,35-44,Silver
AEH7PQCJ9620E,Gaming,Computers,25-34,Gold
A1YXOCELGUR73P,Gaming,Gaming,35-44,Bronze
A21N7V9OHNGHOC,Wearables,Electronics,25-34,Bronze
AA8RA9X2POT9D,Mobile,Gaming,35-44,Bronze
A2HJY7418G1KV1,Audio,Mobile,25-34,Silver
A1LN1BE872K7DH,Audio,Mobile,35-44,Silver
AQLHWJQY2J2W8,Gaming,Camera,45-54,Gold
A2R8U5CG96PWCM,Computers,Wearables,45-54,Silver
A1YJB25Q2T9029,Networking,Networking,55+,Silver
ABSH6G7REN1M3,Networking,Gaming,55+,Silver
A3EMCSJNKK3HNC,Mobile,Wearables,55+,Platinum
A1UAO5HFC1DSNQ,Mobile,Wearables,55+,Bronze
ADF2HJPRW1BZG,Gaming,Camera,45-54,Gold
A35TWQGS7X20M7,Audio,Computers,35-44,Gold
A127ZL40ZJHQHV,Mobile,Audio,45-54,Bronze
A2L3WXY4GTSJXE,Gaming,Camera,25-34,Gold
APDJAP3RELMS5,Gaming,Camera,55+,Silver
A1TID5EXLV93ML,Networking,Electronics,45-54,Silver
A3JT5SVYJC1LOL,Electronics,Wearables,25-34,Gold
A1OYM15ONUQ506,Computers,Gaming,55+,Bronze
A3ESYL1WXI9YIN,Gaming,Gaming,35-44,Gold
AK69869NBY1DS,Mobile,Gaming,35-44,Gold
A1QB0FYDCRB0W0,Gaming,Electronics,18-24,Gold
AFYQ9V4XBVCJ1,Audio,Networking,18-24,Gold
A2WGQJA3TVVECO,Camera,Gaming,35-44,Bronze
ASG87BTM7WT3D,Audio,Electronics,25-34,Bronze
A1JBBSXAWOT3CR,Electronics,Audio,25-34,Silver
A2SGUJKYGRG0YM,Networking,Camera,25-34,Platinum
A9TJ1ZSTUF9BV,Networking,Audio,25-34,Silver
A3TS6OV1Z665UD,Audio,Electronics,25-34,Silver
A1PECMXJ6T601W,Wearables,Networking,35-44,Gold
A3R3P5M7X0F1CB,Wearables,Mobile,55+,Platinum
A3IIYC4PF1DTG9,Wearables,Gaming,45-54,Gold
A1GNFIQAULOYUT,Electronics,Mobile,25-34,Silver
A17RV9F0UBZHLB,Camera,Computers,35-44,Bronze
A15O3ADLW71GXB,Mobile,Electronics,45-54,Bronze
AZ112BVVTCYX1,Electronics,Mobile,18-24,Gold
AMLZJR2FVP2ER,Audio,Audio,45-54,Gold
A28CDVITG60706,Mobile,Mobile,55+,Platinum
A31PEY146NGMB1,Audio,Electronics,55+,Gold
A2A35AWY2GQZ4C,Networking,Mobile,35-44,Gold
A3IYWD3V6VTR8J,Wearables,Electronics,25-34,Platinum
A2ZMOCCPJWCIV5,Computers,Computers,35-44,Gold
A248Z5WDWZ5HT5,Audio,Networking,55+,Gold
A5A8ES4SE0P6R,Gaming,Audio,45-54,Silver
AN297967X25YY,Mobile,Computers,18-24,Platinum
AQW0N1J3XOHWV,Wearables,Camera,45-54,Silver
A1CYOG35LJWIAD,Audio,Audio,55+,Platinum
A7KCHR979ISBO,Wearables,Mobile,25-34,Gold
A2OY37TXCNQBRA,Camera,Mobile,18-24,Bronze
ASZZMR3O75VAJ,Camera,Audio,25-34,Silver
A3Q4ZDO6H05S7J,Computers,Computers,45-54,Bronze
A26HE61DTRM8VF,Computers,Camera,25-34,Silver
A2KPSU5MIDJ8VS,Computers,Mobile,55+,Platinum
A1I7VRMLUR9NEK,Wearables,Networking,55+,Bronze
A37U0Y35VCINGM,Gaming,Electronics,55+,Gold
A2LDIF5ULYZG28,Gaming,Networking,55+,Platinum
A2JZ0HRL4MEMA8,Mobile,Audio,35-44,Silver
AR87CWP6KEL4A,Camera,Networking,18-24,Bronze
A3LUN10VJSIEEV,Wearables,Mobile,55+,Gold
A3IH0BJAWIWVN7,Audio,Electronics,35-44,Gold
A2H091F8VS3GDM,Networking,Electronics,25-34,Platinum
AAJ3FL38XC7M3,Camera,Computers,35-44,Platinum
A15NHSIX3W18LH,Networking,Mobile,35-44,Silver
A26YFLB5AHIH9P,Networking,Computers,25-34,Gold
A3TJV8S6L8QO64,Computers,Wearables,55+,Silver
A1W8PBU7EYM7QU,Wearables,Computers,18-24,Platinum
A3ATTUIWV61VOD,Audio,Computers,25-34,Bronze
A2E34THKIRV43P,Electronics,Wearables,25-34,Bronze
A13YHMQKJF3ZL5,Electronics,Electronics,55+,Bronze
AOO2ZBQXO0SWH,Wearables,Mobile,18-24,Platinum
AOGZNG51URCE7,Camera,Wearables,45-54,Silver
A1LUF98X6L7KCR,Mobile,Wearables,18-24,Bronze
A1AMZMJWBQG0SW,Audio,Camera,18-24,Bronze
A25NQ96WYM9T8P,Camera,Camera,18-24,Silver
A3UGNZ3KYB2CPC,Networking,Audio,35-44,Platinum
A2CB1DAVRB39ES,Networking,Electronics,25-34,Silver
A1UBLAJX770Z5C,Audio,Computers,18-24,Gold
A1JXMJ3J3O0MQY,Networking,Wearables,35-44,Gold
A3NIGYQU5G2ZMB,Mobile,Camera,25-34,Silver
A2LYCFE6NQXLG6,Audio,Electronics,45-54,Gold
A3JOKXP26Q8EUA,Camera,Computers,45-54,Gold
ADB723M8L7809,Networking,Gaming,45-54,Platinum
A39W5J9BK460RT,Mobile,Gaming,35-44,Bronze
A1DGHZKUSJTH67,Camera,Electronics,25-34,Gold
AHOGQ6SVCCMBH,Mobile,Mobile,25-34,Platinum
A3E8HNQ0EC3ZAQ,Camera,Networking,45-54,Platinum
A3072YIR09ECYD,Computers,Wearables,35-44,Bronze
APAWNCY82IPWE,Computers,Networking,55+,Silver
ATW0Z57E2G30I,Wearables,Networking,18-24,Bronze
A3KORSMLKNAR22,Mobile,Mobile,18-24,Platinum
A3M5OF0M6Y40B0,Electronics,Mobile,25-34,Bronze
A1L6BRMD4O221P,Electronics,Mobile,25-34,Silver
A2D2Y6LTN453UR,Audio,Audio,55+,Gold
A1V9NBMRGZZJT7,Audio,Computers,25-34,Gold
A1FJP0Q8ZC61WH,Wearables,Wearables,55+,Gold
A2CVTKPATWF442,Computers,Electronics,25-34,Platinum
A2AOJ2U3A3ODPZ,Networking,Electronics,18-24,Platinum
A28SKTTWZ8TKBJ,Wearables,Electronics,35-44,Silver
A30CB4X38118R6,Camera,Camera,35-44,Bronze
A1ADTVC7JN7RJG,Electronics,Wearables,35-44,Silver
AOFGQ9WQ6EBLO,Mobile,Networking,55+,Platinum
A2DL0A89YMA1YZ,Electronics,Networking,55+,Platinum
AEZSNL9MNAXOZ,Mobile,Camera,55+,Gold
A3Q2SAZJ6PG2IW,Networking,Electronics,35-44,Platinum
A2IJQ6PX11EHI5,Wearables,Gaming,25-34,Gold
AJ27FPFTE22QR,Gaming,Wearables,45-54,Silver
A2EP8I6FXWL73P,Camera,Gaming,55+,Platinum
A3K6VDZVWE644R,Camera,Computers,45-54,Bronze
A12L0VN18MO2Q1,Networking,Camera,45-54,Silver
A1O7ZV3LXJ2ZB7,Audio,Wearables,45-54,Bronze
A1H9ZV1NWGJNG3,Networking,Audio,45-54,Bronze
ATSLBR6ZZ85C9,Wearables,Computers,55+,Silver
ACS5MQ2PQW94N,Networking,Computers,55+,Gold
A13GH20FXYP83S,Wearables,Camera,25-34,Gold
AEVFEKNG7R7PM,Computers,Gaming,55+,Silver
A3MQ7AWAMTUSXQ,Mobile,Gaming,45-54,Gold
A1V8BX6I4HIXX,Computers,Audio,45-54,Silver
A3HCVJEUDACO9D,Computers,Gaming,35-44,Silver
A1DIK3X5W8SX51,Computers,Wearables,25-34,Silver
A1OM3X2URSR2M0,Computers,Audio,45-54,Gold
A25EQ8B0P5J26B,Electronics,Gaming,45-54,Silver
A2YK2MBP8KH1FD,Camera,Audio,18-24,Platinum
ASRS48WD8PQTG,Gaming,Gaming,35-44,Gold
AKTMV2Q31O414,Electronics,Camera,55+,Gold
A2X79NIIKB2L47,Networking,Mobile,45-54,Bronze
AYGDY7QQHFQCY,Audio,Audio,35-44,Gold
A6IWFS5DRX4I5,Wearables,Mobile,18-24,Gold
A1MJATHII7YC5U,Audio,Mobile,18-24,Platinum
A3R59UF7TIBQEM,Networking,Mobile,18-24,Platinum
A9QZUMBQM0PAG,Electronics,Mobile,45-54,Platinum
A1M4FUEBLG80EB,Camera,Camera,25-34,Bronze
A2WD0AVCCPX4EF,Mobile,Computers,25-34,Bronze
A1AMP0JRMMSA3W,Gaming,Audio,18-24,Silver
A1V0E0J48LBI9N,Wearables,Gaming,18-24,Platinum
A1YJOQQH19UBTV,Mobile,Audio,55+,Bronze
ABJO49YNND52E,Wearables,Mobile,18-24,Bronze
AWM93J55EIIYT,Wearables,Computers,25-34,Bronze
A1VZ7WUWC2SKH8,Camera,Camera,35-44,Silver
A25LQ252PHH7FE,Mobile,Computers,55+,Platinum
ATONXGLGHQ9SP,Mobile,Electronics,25-34,Bronze
A1HL4S8U5UQQ55,Gaming,Audio,55+,Silver
AGBFIQMV9L61Y,Mobile,Mobile,55+,Gold
A33IXN26NDGBUP,Computers,Computers,35-44,Gold
A1J2JFNHZKTD5X,Electronics,Camera,55+,Bronze
A2IJA6WHDGQ9L3,Mobile,Gaming,35-44,Bronze
A1YRSZ5OJ1778M,Wearables,Camera,25-34,Silver
AQXZJ05XAHKUZ,Computers,Networking,18-24,Silver
AA0QFE5PF45RK,Camera,Wearables,55+,Platinum
A2492XE7PBMELT,Audio,Networking,35-44,Silver
AESQ9HM3VD1WE,Camera,Computers,55+,Gold
A1C9R1OB0V5LUV,Networking,Audio,45-54,Platinum
A1831FGEZY32GB,Electronics,Mobile,25-34,Platinum
AOHM7XM58S3EP,Camera,Networking,25-34,Platinum
A3E100XIZXJ6GS,Mobile,Gaming,45-54,Silver
A3CJTR1SYID5YT,Audio,Gaming,25-34,Bronze
ADIEAMWXVPXMA,Gaming,Mobile,18-24,Gold
A12YI76I72TEE,Computers,Electronics,18-24,Silver
A3EKGN43O8XDWV,Wearables,Audio,55+,Platinum
ALF0PBI6R6G0C,Networking,Audio,55+,Bronze
A38LVH88WCUTZM,Computers,Electronics,35-44,Platinum
AIQHWIFEC1E9T,Electronics,Audio,25-34,Platinum
A1TOTEBEBA4Z4F,Networking,Camera,45-54,Silver
A3D4BSASNQVE3E,Electronics,Gaming,18-24,Gold
ANRMSGKXH2MW0,Computers,Electronics,25-34,Silver
A3703TDYHYCECT,Audio,Networking,55+,Gold
AU7AEOFTS5E2W,Electronics,Electronics,18-24,Silver
ABRJZC4Y3AXPH,Electronics,Networking,55+,Bronze
AGEAN29UKSZGM,Electronics,Mobile,35-44,Bronze
A2NC7XMUG72B67,Camera,Gaming,18-24,Silver
A3K27NKKQ6VOQ2,Gaming,Networking,55+,Bronze
A30ABQO7I3FI6,Electronics,Camera,45-54,Platinum
AP38PUPMRNMCW,Electronics,Electronics,35-44,Silver
ATJPPYUZ3TW2Q,Networking,Wearables,45-54,Silver
A1YB3RUYBQF29J,Computers,Networking,45-54,Gold
A1GATSWAA2O10B,Gaming,Camera,25-34,Platinum
A37LMEI4LIFD5N,Networking,Electronics,45-54,Bronze
A3F3NGVE3BX97Y,Camera,Camera,45-54,Bronze
A2U1QKXWI4DGPJ,Networking,Mobile,55+,Platinum
A2PNSG656BQTHC,Mobile,Networking,45-54,Bronze
A2257VK90XSV5L,Gaming,Camera,35-44,Bronze
ASHYBNTHT870G,Mobile,Networking,18-24,Platinum
A3MA4EHCO0EBLV,Camera,Gaming,25-34,Bronze
A9U76LUBMXISB,Gaming,Audio,35-44,Platinum
AFYNCOBORX0EM,Mobile,Mobile,45-54,Silver
AT2L9P49VHVY5,Gaming,Computers,18-24,Silver
A17SJC2BPIF6RA,Gaming,Computers,35-44,Platinum
A1V0HFVR49RJB0,Gaming,Mobile,18-24,Silver
AFTHXULXLPZUF,Electronics,Camera,45-54,Silver
A2Y092MEVRNPI,Gaming,Wearables,55+,Silver
A3A7C1IXKODNNJ,Computers,Audio,18-24,Silver
A11TM2ONJFV0UB,Mobile,Computers,35-44,Gold
A8E12RYF292QZ,Computers,Gaming,55+,Platinum
A2UP15DSUPT6YD,Networking,Wearables,55+,Platinum
A10KXJSPU9IN2I,Electronics,Gaming,45-54,Bronze
AAPAILTXCLC3U,Computers,Camera,45-54,Silver
A16B9IY5L1VXK8,Camera,Audio,45-54,Gold
A3CAYRWTOPP3OQ,Computers,Mobile,55+,Gold
A273F4MVR39DGN,Wearables,Electronics,55+,Platinum
A17S7RFNADY44,Mobile,Computers,25-34,Silver
A27C69BXPRYU4C,Wearables,Electronics,35-44,Gold
AO832BITAYTSU,Electronics,Wearables,25-34,Bronze
A2HSJ9F9QFBJ3K,Audio,Audio,55+,Platinum
A2KQL9TW0RBD5Q,Electronics,Networking,35-44,Platinum
A3V6C6XLRJNYB4,Camera,Computers,45-54,Platinum
A3IUUQ538VCZZ3,Camera,Electronics,35-44,Gold
A1XR58IRKP3HEZ,Mobile,Gaming,18-24,Bronze
A38V7A7NU99D7F,Camera,Gaming,55+,Platinum
A2I78OKM03ZTZ2,Audio,Electronics,55+,Gold
A16BIB19XMUDZM,Electronics,Mobile,35-44,Silver
AC5S1H0ORL8K2,Computers,Computers,35-44,Gold
A2ZA7VHDQ6SCDH,Electronics,Computers,45-54,Gold
A2YR0TP4FOB316,Networking,Audio,25-34,Silver
AC60HVSSKPWEB,Gaming,Wearables,45-54,Gold
A1L7H5MPBT4J3X,Wearables,Computers,55+,Bronze
A1L6JIEDXTTTDQ,Wearables,Mobile,45-54,Platinum
A7HY1CEDK0204,Electronics,Computers,45-54,Bronze
A38Z6U57GZT9DF,Camera,Gaming,55+,Platinum
AVFQGTZA6TQXR,Networking,Electronics,45-54,Silver
A2PK31LPJ8KQT0,Networking,Networking,18-24,Bronze
A2PYCES966FDAR,Computers,Audio,45-54,Silver
A14KH4BPANUKLB,Electronics,Audio,35-44,Gold
A13LO92M35LSZ8,Wearables,Electronics,25-34,Bronze
A2OMEID0VXZ73T,Mobile,Camera,55+,Platinum
A19OVEUAJE5GKB,Computers,Gaming,55+,Platinum
APHK3PGALNIDV,Mobile,Wearables,25-34,Silver
A2AEDUY8ZLLHMH,Audio,Audio,18-24,Platinum
AG039YK9W8S40,Wearables,Audio,18-24,Silver
A1CXB6MATR08VV,Wearables,Computers,55+,Gold
A22NQISOA2IBK8,Computers,Wearables,35-44,Gold
AE8A8YBYITMJC,Audio,Electronics,35-44,Gold
A2IZTF66BRKJFH,Gaming,Networking,35-44,Platinum
A12TFNSGY4ZQEL,Gaming,Computers,25-34,Gold
A14FCHD4P308G3,Mobile,Gaming,25-34,Silver
A1WOURRGPRDRD7,Wearables,Electronics,55+,Bronze
A3HNM62HP3IRAF,Electronics,Computers,35-44,Silver
A1O2VT65NECE7C,Audio,Gaming,55+,Platinum
A37ZOMFMD8YNV0,Audio,Gaming,55+,Gold
A1E77E66RJ73ZW,Electronics,Electronics,55+,Silver
A2T8YH950PQVEG,Mobile,Wearables,45-54,Gold
A1TOKX84XSCHM0,Networking,Networking,45-54,Gold
A1V7F5ZCEFLRHD,Computers,Electronics,35-44,Bronze
A1R77V4Q207OHD,Camera,Electronics,55+,Bronze
A11OVNQU4WOD8W,Wearables,Electronics,35-44,Gold
A2UFJUXRBBZ8UU,Computers,Wearables,18-24,Silver
A2E1Y5VX44C5ZJ,Computers,Gaming,18-24,Bronze
A7HVGZVW0VBTO,Gaming,Mobile,35-44,Gold
AHT291XZ1CQ6J,Camera,Computers,55+,Gold
A3JZF45ET4A5CO,Camera,Networking,35-44,Gold
A314GE2VNIC6B2,Computers,Gaming,45-54,Platinum
A384U18WZC1VED,Audio,Camera,45-54,Platinum
A1WVS59FQETT75,Mobile,Camera,55+,Gold
A3ABKQOVSUMXL3,Electronics,Electronics,18-24,Bronze
A165Z7VN3WDOS0,Camera,Electronics,55+,Platinum
A2QUH0IS1X6W3Z,Electronics,Wearables,25-34,Silver
AAEKKYAR48BJE,Audio,Wearables,55+,Platinum
A3AQCWCLL190TY,Computers,Electronics,18-24,Gold
A32LC61E9KORJI,Audio,Electronics,35-44,Platinum
A2YG4VLFTH0JY5,Gaming,Electronics,35-44,Bronze
A1HDM86OD5PZ3Q,Camera,Computers,35-44,Gold
A14MRSZXYF3CH8,Electronics,Networking,45-54,Gold
A1TTU5BKG8RIKZ,Camera,Gaming,45-54,Bronze
A3UVJ9MTY877ZW,Electronics,Gaming,35-44,Silver
A3TL835Z8VT2AD,Networking,Electronics,45-54,Silver
A162FFXSVBLGCY,Networking,Gaming,45-54,Silver
A1MZEMD0EDETS6,Gaming,Gaming,45-54,Silver
A3J3EZUHRGE28G,Audio,Gaming,55+,Gold
A14694KFEYC69X,Wearables,Wearables,35-44,Platinum
A2H5TMH56QXSE2,Mobile,Wearables,35-44,Platinum
AODLEE1ZGNG5Y,Wearables,Camera,45-54,Gold
A1LL00VFPJS8DO,Audio,Camera,25-34,Bronze
A3T39ATS0DVHAP,Mobile,Gaming,25-34,Gold
AOICP5MB994OA,Networking,Audio,45-54,Silver
AC0ECUXB817XW,Audio,Audio,55+,Platinum
A1009BUD60IYKK,Wearables,Electronics,45-54,Bronze
A25X3DM30PJRQ9,Camera,Electronics,45-54,Platinum
A1I9MRT1YASZ8N,Networking,Computers,55+,Platinum
A10FDOD8I6Y3IK,Audio,Camera,55+,Bronze
AGDXIM43ZAXQ4,Electronics,Electronics,35-44,Gold
A33B2NLHGJIUF4,Computers,Wearables,35-44,Platinum
AWX5L8AE0LNY6,Computers,Audio,55+,Bronze
A35O4BUCEYZ6WH,Mobile,Computers,55+,Silver
A1L0OJ0VQDMPT7,Audio,Gaming,18-24,Bronze
A19S0IWZQHMLUL,Camera,Wearables,45-54,Bronze
A2MOI10BX4Y6FH,Electronics,Electronics,55+,Platinum
A38OZ1J21BH6IT,Wearables,Gaming,55+,Gold
A1H5KL8RAXR3EQ,Networking,Mobile,18-24,Bronze
A30K3K0QNZ3964,Computers,Networking,25-34,Platinum
A14H0AEV3TC5TT,Networking,Electronics,45-54,Gold
A2VIX2V1U4G36N,Camera,Computers,45-54,Silver
A2CODU1RY7GSST,Computers,Computers,55+,Bronze
A1J48EOOB9Z6F3,Computers,Networking,25-34,Gold
AJMLUD9V186K6,Gaming,Electronics,35-44,Platinum
A16R6856RU7YJJ,Networking,Gaming,45-54,Silver
A28GTCEVZTOSXA,Gaming,Networking,55+,Gold
A2AH6Z7K8IG8BT,Computers,Computers,35-44,Silver
A2D3N6RSLPTU10,Networking,Computers,25-34,Bronze
A1VB9YZUWQY7B,Computers,Camera,55+,Platinum
A3A36DP9IJPRPF,Computers,Camera,35-44,Silver
ATC8KYWBC355D,Wearables,Computers,45-54,Gold
AZTAIFEL57Z1U,Electronics,Mobile,45-54,Gold
A2508G8X1H9QMO,Gaming,Mobile,55+,Platinum
A2BWKOU10YHJNL,Electronics,Networking,45-54,Silver
A254SO6I803SI8,Mobile,Mobile,35-44,Gold
ACNMIB4EHVQSY,Electronics,Networking,55+,Silver
A2LWYTOFGA64ZL,Mobile,Mobile,25-34,Platinum
A9FJW4W6CHSWK,Wearables,Mobile,45-54,Silver
AQBARUUBOJ0W4,Camera,Audio,25-34,Platinum
A25FGQOY192MJU,Computers,Audio,45-54,Platinum
A18VDRMTDGT8A8,Audio,Wearables,35-44,Platinum
A3OGRASETKA292,Computers,Audio,18-24,Gold
A2O0LOXIJ7T3BY,Networking,Computers,35-44,Platinum
AI01HV7G98FJP,Electronics,Gaming,55+,Gold
A697IJQC16RZ6,Gaming,Networking,45-54,Gold
A1JN8MS88XQ3M6,Computers,Wearables,25-34,Platinum
A337700E1BTEYD,Camera,Camera,45-54,Gold
A3JB39G28JFLXI,Audio,Networking,35-44,Platinum
A2TZTKQWJXVK3E,Computers,Camera,35-44,Gold
AH26YQW1JL4U4,Mobile,Audio,25-34,Silver
A3L0ETU7FVIPV9,Gaming,Electronics,18-24,Silver
A1RS4H88PG7LJD,Mobile,Wearables,45-54,Silver
A2E4EB8D458Q57,Camera,Audio,45-54,Bronze
ANYZIWVKHTRXO,Computers,Wearables,25-34,Silver
A321DORLHUBXX2,Mobile,Gaming,35-44,Silver
A9SR3LEI82O7T,Gaming,Audio,18-24,Platinum
A2LNL6MN1OEXAM,Wearables,Gaming,45-54,Gold
A3OU6E9SSMVU9D,Camera,Electronics,25-34,Platinum
A1IA7TY7VLHTYN,Electronics,Gaming,18-24,Platinum
A1AVE8LX010PYS,Electronics,Audio,45-54,Platinum
AJHOBVY2U55GN,Wearables,Camera,18-24,Gold
A19PX0R54DDD3V,Electronics,Networking,25-34,Bronze
AGG75M5B7PFOX,Electronics,Electronics,35-44,Platinum
A2FMP92XK4XTSE,Audio,Mobile,18-24,Bronze
A2J2T86IAW20QO,Camera,Audio,45-54,Bronze
AVOIKVVORDLXG,Camera,Electronics,18-24,Silver
A2BJTTWW9BD65X,Mobile,Computers,35-44,Gold
AAL7BH83UUJ7H,Mobile,Electronics,25-34,Gold
A2L0DPVDK5UI2J,Computers,Wearables,45-54,Platinum
A3UBAKDEY4WGNO,Electronics,Computers,18-24,Platinum
AIY03ZNKK06YA,Mobile,Electronics,25-34,Gold
A3NMTQ7I3TQFNS,Networking,Electronics,45-54,Platinum
A1T8NR3AEA7PRJ,Camera,Mobile,25-34,Silver
A6YIE7HYQDO6T,Mobile,Camera,55+,Bronze
AANM6IQLMLSFA,Wearables,Electronics,35-44,Gold
A1S08PNPO3HXA5,Networking,Camera,55+,Gold
A1YYNZFVUCPSP7,Audio,Mobile,45-54,Platinum
A3UF0EYTG7WNGI,Wearables,Networking,45-54,Platinum
A3F634MWTNN8RB,Electronics,Mobile,55+,Gold
A3EH2U793HL7HW,Networking,Networking,55+,Bronze
A1XCHEMKKMVFPR,Electronics,Electronics,25-34,Platinum
A24ZV048V7J0MT,Camera,Gaming,35-44,Platinum
A1XV1QGKBK30PE,Gaming,Computers,55+,Gold
A35Z9LU7BEZR38,Gaming,Computers,55+,Gold
A1O6823WBGQTZH,Gaming,Wearables,55+,Silver
ACPIEXGQTN3IO,Networking,Electronics,55+,Bronze
A2QYBHW2PW877W,Gaming,Camera,45-54,Platinum
A9JNS5EEH3RZT,Gaming,Audio,45-54,Bronze
A1D1NM35KUIPA3,Audio,Mobile,35-44,Gold
AW1JPYRASZ4J1,Computers,Gaming,25-34,Platinum
A10LKQR4HXZTZY,Electronics,Gaming,25-34,Gold
A26G8F446W714X,Electronics,Computers,55+,Bronze
A1WPBPM5JDH2MM,Wearables,Wearables,25-34,Bronze
A203J129FWEY0C,Computers,Camera,18-24,Platinum
A2WPEUXG2HQ1Q7,Audio,Networking,45-54,Bronze
AA786C4I2ITZ2,Wearables,Mobile,35-44,Platinum
A17V5A1Z6FD3VK,Gaming,Camera,25-34,Silver
A3RCOEDORNSGJR,Wearables,Camera,25-34,Gold
A185JOU32XFSOC,Mobile,Electronics,45-54,Platinum
A384P5XYDRGBCF,Mobile,Computers,45-54,Bronze
A2BSDSFH0CG7S6,Networking,Wearables,35-44,Platinum
A1JY4W1J6YAM67,Camera,Mobile,35-44,Silver
A27N884RIHU7T9,Mobile,Gaming,18-24,Gold
A1WKT3E4QHU4BO,Computers,Camera,35-44,Gold
A3C1WSWSMUS836,Electronics,Audio,35-44,Bronze
AZAN2VCEGPWFI,Mobile,Computers,45-54,Gold
A1DSVJP9YEQB4N,Networking,Gaming,45-54,Silver
A2B4XLG35W28A8,Wearables,Computers,45-54,Silver
A3G2KCH3GPSVM0,Gaming,Audio,35-44,Platinum
A2BGORXYXGZ5JB,Networking,Networking,45-54,Platinum
A2OTQDKUI10LJP,Computers,Audio,18-24,Bronze
A1DI4H66BI2CGC,Mobile,Camera,55+,Bronze
A3I6NUEODSIJ84,Computers,Electronics,45-54,Silver
A8VDWRKYD67P2,Electronics,Audio,18-24,Bronze
A615C3LHRW8FP,Wearables,Camera,18-24,Gold
A2TXBMN442294I,Camera,Computers,25-34,Bronze
A1LYPQR1QHEWGS,Electronics,Mobile,35-44,Silver
A2DWO0SFEFMU6B,Computers,Electronics,25-34,Gold
A36NNQPP4CRXBM,Gaming,Gaming,55+,Silver
AUOJP26G3WJCX,Gaming,Audio,25-34,Gold
A28WB3OPOZJAYY,Computers,Camera,25-34,Gold
A29R1JX2R44I2J,Mobile,Gaming,25-34,Gold
A1980MGZXSGJP,Gaming,Gaming,35-44,Platinum
AYWHYIMGX3UWQ,Networking,Wearables,45-54,Bronze
A27FL5ZO6ZTN3J,Gaming,Computers,25-34,Bronze
A18QFW2EXSAK2B,Gaming,Networking,45-54,Gold
A2RXNHEYRKXROZ,Gaming,Wearables,45-54,Platinum
A1NPPN5HPVTW6U,Mobile,Audio,18-24,Bronze
A36GTKCSONG3YQ,Camera,Electronics,25-34,Silver
A105YOBJOUIBW0,Gaming,Camera,45-54,Platinum
A1WCGSK62WJIUG,Audio,Audio,35-44,Gold
AIY8MK340XSRN,Mobile,Wearables,35-44,Silver
A13CROC9CRHZR,Camera,Mobile,45-54,Bronze
A1UZUQTDFG385R,Electronics,Wearables,18-24,Silver
A2XR59OS73YCC3,Wearables,Gaming,18-24,Silver
ASQCP9RDK4C4W,Mobile,Electronics,35-44,Gold
A2BU62D1FUUGHU,Electronics,Gaming,35-44,Bronze
